Order ID,Customer ID,Email,Customer gender,Order date,Product category,Subcategory,Country,Region,Unit price,Unit sold,Payment mode,Profit,Customer satisfaction
O01727,C4442,william13@bush.com,Male,2023-08-11,Electronics,Tablets,USA,West,77.12,2,Credit Card,15.88,Satisfied
O01728,C3879,simmonslee@yahoo.com,Male,2025-07-03,Electronics,Smartphones,Australia,South,219.82,4,Credit Card,247.96,Very Dissatisfied
O01729,C8878,michelelewis@yahoo.com,Other,2025-05-08,Beauty,Skincare,India,East,409.83,7,PayPal,507.04,Very Satisfied
O01730,C5731,nancyyoung@hotmail.com,Male,2025-02-10,Clothing,Children,UK,North,326.69,3,UPI,198.04,Very Satisfied
O01731,C8906,johnwallace@hotmail.com,Female,2024-10-13,Beauty,Fragrance,USA,West,160.86,14,UPI,367.71,Very Satisfied
O01732,C1571,kimberlyramirez@gmail.com,Male,2025-03-14,Clothing,Children,India,South,418.47,13,Debit Card,547.83,Neutral
O01733,C6397,liujessica@yahoo.com,Other,2025-05-11,Beauty,Makeup,India,North,14.67,2,Net Banking,5.47,Dissatisfied
O01734,C7915,lesliewilliams@hotmail.com,Female,2024-03-14,Electronics,Smartphones,India,South,458.49,10,Credit Card,1108.59,Satisfied
O01735,C5623,emilynielsen@hotmail.com,Male,2024-03-01,Beauty,Fragrance,UK,East,202.42,19,PayPal,978.74,Dissatisfied
O01736,C1687,oliverdaniel@hahn.net,Other,2024-05-01,Electronics,Laptops,USA,South,212.75,7,PayPal,313.92,Dissatisfied
O01737,C9753,emmathomas@hotmail.com,Other,2023-10-05,Beauty,Skincare,Australia,South,393.53,17,Debit Card,1391.44,Very Dissatisfied
O01738,C9520,kstrickland@turner-torres.info,Other,2024-10-13,Electronics,Laptops,Australia,East,185.22,12,UPI,412.86,Neutral
O01739,C8430,singletonmichelle@hancock.com,Male,2024-07-27,Beauty,Makeup,India,West,67.62,3,Debit Card,37.8,Neutral
O01740,C8447,robert56@hill-carter.biz,Other,2023-12-27,Clothing,Women,India,North,489.0,18,Credit Card,2219.96,Very Dissatisfied
O01741,C7038,oscar69@gmail.com,Male,2024-07-08,Electronics,Laptops,UK,North,257.7,4,Net Banking,203.41,Neutral
O01742,C2478,taylorkaren@mason.com,Other,2023-12-23,Clothing,Women,UK,South,303.05,3,Credit Card,189.43,Very Dissatisfied
O01743,C3370,colleenbrooks@gmail.com,Female,2023-10-23,Electronics,Tablets,Australia,West,220.69,6,Debit Card,169.73,Dissatisfied
O01744,C6476,jennifer41@alexander.info,Other,2024-04-18,Electronics,Laptops,India,North,361.9,12,PayPal,1230.1,Very Satisfied
O01745,C6678,kelly36@hotmail.com,Other,2023-10-27,Home,Kitchen,Australia,East,162.89,17,Debit Card,278.51,Very Dissatisfied
O01746,C3318,lauragriffin@morris.net,Male,2024-01-31,Home,Kitchen,India,East,469.36,2,Credit Card,212.55,Satisfied
O01747,C6606,gwilliamson@hotmail.com,Female,2025-01-26,Home,Furniture,Australia,West,109.58,5,PayPal,147.67,Dissatisfied
O01748,C3910,douglas62@smith-rodriguez.com,Other,2024-03-18,Clothing,Children,UK,North,7.5,3,Net Banking,4.59,Very Dissatisfied
O01749,C3994,steelejoshua@yahoo.com,Male,2024-05-06,Home,Decor,Australia,West,49.59,14,Credit Card,123.51,Very Dissatisfied
O01750,C7113,walter70@gmail.com,Male,2025-06-17,Beauty,Skincare,India,North,471.77,2,Credit Card,116.28,Neutral
O01751,C1016,brendacampbell@yahoo.com,Other,2023-07-11,Clothing,Women,India,East,160.92,14,Credit Card,562.11,Very Satisfied
O01752,C6942,brian52@hotmail.com,Male,2024-08-09,Beauty,Skincare,USA,West,26.71,15,Credit Card,104.94,Very Dissatisfied
O01753,C6143,smithjohn@conner.biz,Other,2024-02-26,Electronics,Smartphones,Australia,North,453.5,3,UPI,292.24,Neutral
O01754,C6361,mooreyolanda@gmail.com,Other,2025-03-08,Home,Furniture,USA,South,209.54,18,UPI,538.1,Dissatisfied
O01755,C6646,christy05@gmail.com,Male,2025-02-09,Home,Kitchen,Australia,East,209.64,3,UPI,162.64,Very Dissatisfied
O01756,C3314,allendavid@mcconnell-chandler.biz,Female,2025-02-20,Clothing,Women,India,West,451.34,3,Credit Card,205.22,Very Satisfied
O01757,C3518,kjohnson@cooper.org,Female,2023-12-22,Beauty,Skincare,USA,East,236.79,10,Debit Card,696.55,Neutral
O01758,C8173,clarkandrew@yahoo.com,Female,2024-11-04,Clothing,Women,USA,South,267.32,13,PayPal,1027.96,Dissatisfied
O01759,C1637,waltondebbie@mathews-harper.com,Other,2023-07-06,Beauty,Makeup,USA,West,494.91,9,PayPal,1274.74,Very Dissatisfied
O01760,C4198,matthew42@gmail.com,Other,2024-05-09,Home,Furniture,UK,West,194.4,10,Net Banking,550.15,Very Dissatisfied
O01761,C1777,karencolon@yahoo.com,Female,2025-01-20,Home,Furniture,Australia,South,463.87,2,Net Banking,159.59,Very Dissatisfied
O01762,C6497,jpugh@yahoo.com,Female,2025-05-11,Electronics,Laptops,Australia,West,106.97,6,Credit Card,140.44,Very Dissatisfied
O01763,C6460,valeriechapman@parker.net,Female,2024-03-22,Electronics,Smartphones,Australia,North,366.66,20,Credit Card,2037.87,Very Satisfied
O01764,C2365,evansjessica@hotmail.com,Male,2024-09-13,Beauty,Fragrance,Australia,East,302.51,1,Debit Card,50.13,Neutral
O01765,C8293,imiller@yahoo.com,Other,2024-05-16,Beauty,Skincare,USA,West,318.75,13,UPI,721.8,Satisfied
O01766,C6163,adam25@gmail.com,Female,2024-04-15,Electronics,Tablets,USA,East,447.02,5,Debit Card,419.19,Neutral
O01767,C6854,evan45@gmail.com,Male,2025-01-21,Electronics,Smartphones,Australia,East,44.08,4,PayPal,25.2,Satisfied
O01768,C6685,kathleen67@jackson-bates.info,Other,2024-11-27,Home,Kitchen,UK,East,221.84,2,Net Banking,53.23,Dissatisfied
O01769,C4133,christopher23@green-quinn.com,Male,2023-07-18,Beauty,Fragrance,India,North,355.61,19,PayPal,1545.79,Satisfied
O01770,C2077,nkane@yahoo.com,Male,2025-03-22,Electronics,Laptops,UK,West,485.07,1,Debit Card,115.45,Very Dissatisfied
O01771,C2941,dvargas@vargas-riddle.info,Male,2023-10-03,Home,Kitchen,USA,East,439.75,14,Credit Card,1239.28,Neutral
O01772,C2055,oneillkenneth@yahoo.com,Male,2024-01-18,Home,Decor,India,West,495.29,11,UPI,1216.69,Satisfied
O01773,C9936,amybarry@yahoo.com,Female,2025-01-07,Home,Furniture,UK,North,77.52,12,Net Banking,106.17,Very Satisfied
O01774,C7677,johnstondaniel@yahoo.com,Female,2023-11-21,Electronics,Tablets,India,South,287.74,18,Credit Card,594.26,Dissatisfied
O01775,C8196,epowers@castro.com,Female,2024-11-25,Home,Furniture,USA,South,252.97,5,Debit Card,294.0,Very Dissatisfied
O01776,C5734,holly67@gmail.com,Female,2023-07-15,Home,Furniture,India,East,199.35,15,Net Banking,752.8,Satisfied
O01777,C6475,katherine94@gmail.com,Female,2024-09-10,Electronics,Smartphones,USA,North,415.08,3,Net Banking,177.45,Dissatisfied
O01778,C6129,christopherharding@martinez.com,Female,2024-07-08,Clothing,Women,USA,North,57.36,18,PayPal,141.2,Very Satisfied
O01779,C4060,rstanley@yahoo.com,Other,2024-10-07,Clothing,Men,USA,North,168.86,4,Credit Card,69.6,Very Satisfied
O01780,C1652,tammyedwards@gmail.com,Other,2024-11-03,Beauty,Fragrance,India,North,125.92,18,UPI,640.77,Very Dissatisfied
O01781,C5149,jthomas@burke-waters.com,Male,2025-03-17,Electronics,Smartphones,India,East,195.09,15,Debit Card,757.68,Very Dissatisfied
O01782,C1106,sarah49@yahoo.com,Female,2025-03-05,Home,Kitchen,UK,South,165.02,19,Debit Card,368.55,Very Dissatisfied
O01783,C7938,mcbridekelly@matthews.com,Female,2024-08-25,Clothing,Women,India,West,476.86,8,Net Banking,893.47,Satisfied
O01784,C1138,victorsuarez@schwartz.net,Other,2025-06-02,Clothing,Women,UK,North,262.73,3,PayPal,151.64,Dissatisfied
O01785,C1404,sarahhuang@brown.com,Other,2024-03-13,Clothing,Men,Australia,East,49.96,12,Debit Card,87.01,Very Dissatisfied
O01786,C1100,romeropatricia@hotmail.com,Male,2025-03-27,Clothing,Women,USA,East,325.28,20,Debit Card,738.42,Very Dissatisfied
O01787,C3039,jessejohnson@yahoo.com,Other,2023-10-30,Beauty,Fragrance,India,North,284.94,14,Credit Card,1015.48,Very Dissatisfied
O01788,C8152,glenn22@richardson.com,Male,2024-10-18,Home,Kitchen,India,North,286.64,15,Net Banking,573.98,Very Satisfied
O01789,C7254,farrellpatrick@yahoo.com,Other,2025-06-27,Electronics,Tablets,India,North,459.0,16,UPI,1858.9,Very Dissatisfied
O01790,C4538,davidgilbert@hotmail.com,Male,2024-12-02,Beauty,Fragrance,USA,South,450.11,17,PayPal,1272.81,Neutral
O01791,C1875,tinalawrence@haynes-gonzalez.net,Other,2024-09-16,Electronics,Tablets,USA,West,362.58,16,Debit Card,581.54,Satisfied
O01792,C4502,ronaldflores@baker.org,Other,2023-08-23,Home,Decor,USA,West,71.96,5,Credit Card,54.11,Neutral
O01793,C5566,christopher37@hawkins.com,Female,2025-03-11,Home,Decor,USA,West,462.65,17,Credit Card,890.38,Neutral
O01794,C4215,jking@hotmail.com,Other,2025-05-04,Electronics,Tablets,USA,East,68.15,7,Credit Card,74.13,Satisfied
O01795,C4588,jennifergarcia@johnson.com,Male,2024-06-25,Clothing,Children,Australia,South,182.79,5,Credit Card,135.94,Satisfied
O01796,C1678,amberpalmer@gmail.com,Male,2023-10-05,Electronics,Laptops,UK,East,206.54,13,Debit Card,270.05,Very Satisfied
O01797,C6643,wschultz@wilson.com,Other,2024-04-28,Clothing,Women,Australia,South,181.15,19,Credit Card,764.85,Satisfied
O01798,C3163,gcruz@bruce.org,Male,2024-12-14,Electronics,Tablets,USA,East,210.78,3,Net Banking,100.99,Very Dissatisfied
O01799,C1669,jenniferterry@wilson.com,Male,2024-04-21,Clothing,Men,India,North,127.73,18,PayPal,260.67,Dissatisfied
O01800,C7420,parkercurtis@rivas.org,Male,2023-08-31,Clothing,Children,India,West,469.75,14,Net Banking,676.05,Very Satisfied
O01801,C7011,josepharellano@williams.com,Female,2023-10-11,Home,Kitchen,Australia,South,477.25,2,Net Banking,140.1,Dissatisfied
O01802,C3506,carriemorgan@gmail.com,Male,2023-08-22,Beauty,Makeup,UK,East,155.08,10,PayPal,248.28,Very Satisfied
O01803,C8224,josephhall@gmail.com,Female,2023-12-07,Beauty,Skincare,UK,West,360.05,19,Net Banking,1154.46,Neutral
O01804,C7175,juanscott@hotmail.com,Male,2025-03-05,Beauty,Skincare,USA,West,195.74,14,Credit Card,322.52,Satisfied
O01805,C5189,johnsonkerri@hotmail.com,Male,2023-09-17,Beauty,Fragrance,USA,North,470.71,18,PayPal,1298.97,Satisfied
O01806,C2661,kenneth77@gmail.com,Other,2024-04-17,Electronics,Tablets,Australia,East,371.25,14,Debit Card,1184.48,Neutral
O01807,C2386,lindabass@smith.com,Other,2023-10-24,Beauty,Makeup,USA,West,282.05,8,Debit Card,550.64,Neutral
O01808,C8551,dianataylor@gmail.com,Male,2024-12-29,Home,Decor,India,North,268.16,8,Debit Card,326.4,Satisfied
O01809,C1569,mwilliams@yahoo.com,Other,2025-02-14,Clothing,Men,India,North,424.93,17,Net Banking,1308.47,Neutral
O01810,C5375,santosrita@yahoo.com,Female,2024-02-29,Beauty,Fragrance,Australia,North,252.19,15,Net Banking,822.26,Neutral
O01811,C6496,tallen@giles-roman.com,Male,2023-08-12,Home,Furniture,Australia,North,284.34,9,Net Banking,453.8,Very Dissatisfied
O01812,C9237,gilbertjulie@lang.com,Female,2025-05-20,Electronics,Laptops,USA,North,67.6,6,PayPal,63.72,Very Satisfied
O01813,C9773,davidhudson@hotmail.com,Other,2024-05-17,Electronics,Tablets,UK,North,256.48,11,Debit Card,711.2,Very Dissatisfied
O01814,C3336,ann29@yahoo.com,Female,2024-02-09,Home,Decor,Australia,South,154.53,15,Debit Card,284.11,Satisfied
O01815,C1221,careyeric@parker-gray.com,Female,2024-08-02,Home,Furniture,USA,North,389.58,19,Credit Card,1133.54,Dissatisfied
O01816,C3007,hreeves@rogers-atkinson.com,Female,2024-10-15,Electronics,Tablets,UK,West,127.67,6,Net Banking,201.71,Neutral
O01817,C6189,tony37@baxter-lewis.biz,Female,2024-05-28,Clothing,Children,India,South,285.45,8,Net Banking,331.58,Very Satisfied
O01818,C1491,courtneycollins@hernandez-avila.net,Other,2025-01-29,Electronics,Laptops,UK,West,75.33,4,Credit Card,52.33,Very Dissatisfied
O01819,C8317,matthewsmith@davis-wilson.biz,Male,2024-06-18,Home,Kitchen,USA,West,184.56,9,Debit Card,309.93,Very Dissatisfied
O01820,C8547,morgan63@gmail.com,Female,2024-11-07,Home,Decor,Australia,East,60.65,7,Debit Card,116.3,Very Satisfied
O01821,C9667,daniel81@reese.com,Female,2023-12-01,Home,Decor,USA,West,452.94,15,Net Banking,858.85,Dissatisfied
O01822,C7558,nparker@kelly.org,Other,2023-09-22,Home,Kitchen,USA,West,236.68,4,PayPal,267.17,Very Satisfied
O01823,C6850,denisehernandez@hotmail.com,Male,2025-01-28,Beauty,Fragrance,India,East,464.15,12,PayPal,1280.03,Very Satisfied
O01824,C1595,joshuapace@yahoo.com,Male,2023-10-26,Clothing,Women,USA,West,37.53,6,PayPal,43.37,Satisfied
O01825,C2964,bwu@reed-stafford.com,Female,2024-04-14,Electronics,Tablets,UK,West,483.99,4,Debit Card,489.05,Very Dissatisfied
O01826,C2422,johnsonamy@yahoo.com,Female,2024-04-25,Clothing,Men,USA,East,103.07,20,PayPal,350.88,Satisfied
O01827,C9488,npotts@gmail.com,Female,2024-08-22,Clothing,Children,India,West,289.93,16,Debit Card,783.01,Neutral
O01828,C6771,jamesrichards@gmail.com,Other,2023-12-29,Clothing,Men,USA,West,79.63,15,Debit Card,286.5,Satisfied
O01829,C9555,georgegarcia@anderson.biz,Other,2024-02-04,Clothing,Men,UK,North,427.17,8,PayPal,495.86,Satisfied
O01830,C7934,bsharp@lee.net,Female,2024-02-15,Electronics,Tablets,UK,East,237.42,3,Credit Card,149.75,Dissatisfied
O01831,C1746,megancarter@gardner.org,Other,2025-05-23,Clothing,Women,Australia,East,383.42,6,Debit Card,405.41,Very Satisfied
O01832,C1231,katherinemcguire@little.com,Female,2025-04-01,Electronics,Smartphones,Australia,East,180.34,18,Debit Card,904.34,Very Dissatisfied
O01833,C3996,qrose@lopez-perkins.com,Other,2023-09-22,Electronics,Laptops,Australia,North,269.4,9,Net Banking,474.48,Neutral
O01834,C8251,melissa41@christensen.org,Female,2025-04-23,Clothing,Men,USA,West,491.17,5,Debit Card,713.32,Very Dissatisfied
O01835,C1276,qallen@gmail.com,Other,2024-10-05,Electronics,Tablets,UK,North,498.58,12,UPI,1783.39,Very Dissatisfied
O01836,C3527,abrown@hotmail.com,Other,2024-08-07,Clothing,Men,UK,South,33.29,6,UPI,59.64,Neutral
O01837,C4458,stephanie38@underwood.info,Female,2023-07-04,Electronics,Laptops,USA,South,432.92,8,Credit Card,938.63,Very Satisfied
O01838,C9709,robin38@martinez-castillo.biz,Male,2024-01-19,Home,Kitchen,Australia,North,56.75,8,Credit Card,89.49,Neutral
O01839,C4753,catherine41@humphrey-white.com,Other,2025-04-19,Home,Furniture,UK,West,11.71,3,Debit Card,8.96,Satisfied
O01840,C7574,tonyajohnson@jones.biz,Other,2024-05-16,Electronics,Tablets,UK,South,118.47,16,PayPal,335.93,Neutral
O01841,C5535,cassandra41@gmail.com,Female,2023-12-28,Electronics,Laptops,UK,North,286.5,6,Credit Card,298.52,Dissatisfied
O01842,C5385,normasmith@johnson.biz,Male,2025-01-01,Electronics,Tablets,UK,North,216.99,1,UPI,62.2,Very Satisfied
O01843,C7159,bbrown@brown-berg.com,Other,2023-09-29,Clothing,Children,UK,South,275.83,12,Debit Card,370.85,Very Satisfied
O01844,C3246,roseheather@bautista.org,Male,2023-07-28,Home,Furniture,Australia,West,335.0,3,UPI,274.74,Dissatisfied
O01845,C2574,cindybailey@yahoo.com,Male,2024-03-24,Electronics,Smartphones,UK,East,470.7,19,Debit Card,2239.22,Dissatisfied
O01846,C7611,osmith@yahoo.com,Female,2023-11-01,Beauty,Makeup,India,South,111.73,6,Net Banking,132.81,Dissatisfied
O01847,C4790,watkinskathleen@gmail.com,Male,2023-11-03,Clothing,Men,Australia,South,339.1,1,Net Banking,98.96,Very Dissatisfied
O01848,C9690,cobbsteve@hotmail.com,Other,2023-08-12,Beauty,Fragrance,Australia,North,122.43,7,UPI,239.98,Neutral
O01849,C4326,taylormary@yahoo.com,Male,2023-07-26,Electronics,Tablets,Australia,North,157.84,1,UPI,37.0,Very Dissatisfied
O01850,C6486,gibsonsean@yahoo.com,Male,2024-07-22,Clothing,Men,USA,East,83.48,19,Credit Card,270.27,Very Satisfied
O01851,C6719,porterheather@collins.biz,Female,2025-04-20,Beauty,Makeup,UK,South,400.77,10,Net Banking,406.29,Very Satisfied
O01852,C1019,jenniferjackson@yahoo.com,Male,2024-04-14,Beauty,Fragrance,Australia,South,156.55,18,Net Banking,561.56,Neutral
O01853,C8337,alexiswilson@yahoo.com,Other,2024-08-04,Beauty,Makeup,India,South,409.03,13,PayPal,985.45,Very Satisfied
O01854,C5209,medwards@rodriguez.info,Female,2025-05-12,Electronics,Smartphones,Australia,West,179.74,8,Net Banking,201.07,Very Dissatisfied
O01855,C7326,marquezbrian@farmer.info,Female,2023-10-13,Beauty,Fragrance,USA,South,223.48,4,UPI,205.61,Satisfied
O01856,C7228,christinesavage@wang-pineda.com,Male,2024-01-31,Home,Furniture,India,North,298.81,1,Debit Card,51.87,Very Satisfied
O01857,C3646,daniel13@hotmail.com,Other,2025-05-16,Clothing,Women,Australia,West,216.15,8,Credit Card,468.03,Very Dissatisfied
O01858,C5751,leonardsullivan@martinez.com,Other,2024-02-15,Home,Decor,Australia,North,461.69,14,Net Banking,966.98,Neutral
O01859,C5288,john85@russell-jackson.net,Female,2024-04-03,Clothing,Women,UK,East,396.9,10,UPI,493.2,Very Dissatisfied
O01860,C5007,william89@phillips.com,Other,2024-01-16,Clothing,Children,UK,North,291.27,10,Debit Card,626.18,Neutral
O01861,C7716,whitebriana@hotmail.com,Female,2024-08-12,Electronics,Tablets,USA,West,116.14,19,PayPal,441.55,Satisfied
O01862,C8815,lewisdavid@gmail.com,Other,2025-03-16,Clothing,Children,UK,East,128.34,4,Credit Card,153.77,Very Dissatisfied
O01863,C8299,kelly14@gmail.com,Male,2025-03-05,Electronics,Tablets,USA,East,430.91,2,Net Banking,142.51,Very Dissatisfied
O01864,C6697,kmckenzie@yahoo.com,Male,2025-02-01,Home,Decor,Australia,North,171.66,19,Debit Card,886.58,Satisfied
O01865,C1610,zpatterson@yahoo.com,Male,2023-08-29,Electronics,Smartphones,UK,North,285.51,10,Net Banking,815.93,Satisfied
O01866,C4660,ellisgloria@yahoo.com,Other,2024-12-15,Electronics,Smartphones,USA,North,57.78,4,Debit Card,57.03,Dissatisfied
O01867,C6461,lthompson@yahoo.com,Female,2025-04-25,Home,Decor,Australia,West,168.73,11,Net Banking,543.39,Very Dissatisfied
O01868,C8049,alexanderrodriguez@hotmail.com,Male,2023-10-07,Clothing,Men,UK,North,278.51,7,PayPal,466.24,Dissatisfied
O01869,C7355,mmacias@adams.info,Male,2025-06-21,Electronics,Smartphones,USA,North,28.79,7,PayPal,56.04,Satisfied
O01870,C7674,michelle37@gmail.com,Male,2024-05-17,Clothing,Men,USA,West,158.46,10,Debit Card,242.48,Satisfied
O01871,C2765,carolyn88@gmail.com,Male,2023-09-28,Home,Furniture,Australia,South,254.7,13,UPI,881.54,Very Satisfied
O01872,C6141,claytonnathaniel@yahoo.com,Other,2024-03-16,Clothing,Children,UK,South,377.87,2,Debit Card,209.51,Very Satisfied
O01873,C8983,roy80@green.com,Female,2025-06-18,Home,Furniture,Australia,North,98.22,2,PayPal,27.81,Neutral
O01874,C1957,ustone@yahoo.com,Male,2025-03-10,Clothing,Children,UK,East,85.87,18,UPI,446.49,Dissatisfied
O01875,C7403,jasonwright@kim-barajas.info,Female,2024-03-18,Clothing,Women,UK,West,103.49,5,UPI,154.62,Very Dissatisfied
O01876,C4830,wrightfrank@campbell.biz,Male,2025-06-06,Clothing,Men,USA,North,203.63,4,Debit Card,114.75,Very Satisfied
O01877,C4763,pmedina@clark-brewer.com,Male,2025-01-20,Clothing,Men,UK,South,236.88,3,Credit Card,166.34,Dissatisfied
O01878,C8475,stephenscynthia@lozano.com,Female,2025-02-15,Electronics,Laptops,Australia,West,389.07,20,UPI,1318.75,Neutral
O01879,C5081,mooremichael@farley-roberts.info,Other,2023-12-17,Electronics,Smartphones,UK,North,109.25,3,Debit Card,92.44,Very Dissatisfied
O01880,C5232,nunezandrew@hotmail.com,Female,2023-10-06,Clothing,Men,India,West,139.07,5,Credit Card,87.2,Neutral
O01881,C8511,hrhodes@gmail.com,Male,2024-09-27,Electronics,Smartphones,Australia,West,479.02,5,PayPal,264.48,Neutral
O01882,C1958,ffisher@hotmail.com,Female,2024-03-25,Beauty,Makeup,Australia,East,416.69,16,Net Banking,1094.88,Neutral
O01883,C7781,willie85@taylor-garcia.biz,Male,2024-04-03,Clothing,Women,India,South,183.08,18,Debit Card,683.36,Dissatisfied
O01884,C3524,mendezheidi@gmail.com,Other,2024-05-15,Beauty,Fragrance,USA,North,255.37,3,Debit Card,100.44,Very Dissatisfied
O01885,C1657,joseph70@walker-cisneros.com,Other,2024-07-11,Home,Kitchen,Australia,North,357.74,17,Debit Card,1760.2,Dissatisfied
O01886,C5081,woodpeter@gray.biz,Other,2025-02-09,Clothing,Women,India,West,54.37,3,Credit Card,48.26,Very Satisfied
O01887,C9698,alvareznicole@hotmail.com,Female,2024-09-16,Electronics,Smartphones,UK,South,404.63,20,Credit Card,1893.04,Very Satisfied
O01888,C8445,mary10@sullivan-wheeler.com,Male,2024-06-30,Beauty,Makeup,India,West,301.14,12,Credit Card,786.16,Very Dissatisfied
O01889,C5125,angelabishop@hotmail.com,Other,2024-05-04,Home,Furniture,UK,East,249.53,6,Debit Card,192.27,Dissatisfied
O01890,C7353,walterstammy@gmail.com,Other,2024-10-03,Home,Furniture,USA,South,94.99,1,PayPal,25.78,Satisfied
O01891,C3364,griffithevan@hotmail.com,Male,2025-03-14,Beauty,Skincare,Australia,North,344.12,9,UPI,854.22,Dissatisfied
O01892,C4151,harrisbenjamin@gmail.com,Male,2025-02-26,Electronics,Tablets,USA,West,488.2,10,PayPal,920.57,Very Satisfied
O01893,C5992,boydrebecca@yahoo.com,Other,2024-09-20,Beauty,Fragrance,UK,East,139.13,1,Debit Card,14.2,Neutral
O01894,C7185,ericolson@gmail.com,Other,2025-03-28,Home,Furniture,UK,West,395.07,15,Net Banking,897.65,Satisfied
O01895,C7508,xhill@coffey.com,Female,2025-04-05,Clothing,Men,UK,South,120.42,6,Net Banking,205.38,Dissatisfied
O01896,C6224,vdelacruz@hotmail.com,Male,2023-11-12,Clothing,Women,USA,East,212.09,13,PayPal,575.0,Satisfied
O01897,C3192,courtney49@yahoo.com,Male,2023-09-18,Home,Decor,USA,West,298.3,4,Credit Card,196.3,Dissatisfied
O01898,C4577,johnslinda@smith-forbes.com,Male,2024-05-13,Clothing,Children,UK,North,379.94,19,Net Banking,1057.69,Satisfied
O01899,C8590,johnmartin@yahoo.com,Other,2025-01-02,Clothing,Children,Australia,West,414.2,10,Debit Card,449.61,Dissatisfied
O01900,C2245,sally91@wilson.net,Female,2024-04-13,Home,Decor,India,North,53.06,7,Credit Card,53.71,Very Dissatisfied
O01901,C1662,harrelllarry@gmail.com,Male,2024-04-07,Home,Decor,USA,West,36.8,3,Debit Card,29.82,Very Satisfied
O01902,C3832,emily53@hotmail.com,Male,2025-01-19,Home,Decor,UK,East,357.06,18,Debit Card,1760.67,Very Dissatisfied
O01903,C7834,stephensjulie@hicks-price.biz,Other,2024-10-06,Beauty,Makeup,UK,East,56.47,19,Credit Card,221.2,Neutral
O01904,C9802,emaldonado@yahoo.com,Male,2024-02-09,Beauty,Makeup,UK,West,419.4,1,Credit Card,108.59,Satisfied
O01905,C9232,campbellmegan@hotmail.com,Female,2025-03-25,Beauty,Fragrance,Australia,West,416.79,17,PayPal,1808.11,Dissatisfied
O01906,C7581,whitejoshua@williamson.com,Female,2024-06-06,Beauty,Fragrance,UK,East,299.92,5,Debit Card,238.79,Satisfied
O01907,C2831,hshepherd@hotmail.com,Other,2024-04-17,Clothing,Children,Australia,West,93.63,7,Debit Card,67.78,Very Satisfied
O01908,C1745,hamiltonjeffrey@randall.com,Female,2025-03-02,Clothing,Children,UK,West,398.94,4,PayPal,393.43,Very Dissatisfied
O01909,C2833,villarrealandrew@yahoo.com,Male,2024-10-27,Beauty,Fragrance,Australia,West,413.56,14,UPI,1284.66,Very Dissatisfied
O01910,C5549,bjohnson@gmail.com,Other,2024-05-30,Electronics,Tablets,USA,West,59.89,18,Credit Card,120.09,Dissatisfied
O01911,C7918,lamblaura@yahoo.com,Female,2023-11-24,Electronics,Tablets,USA,East,35.88,12,Debit Card,107.47,Very Dissatisfied
O01912,C6515,victor34@hotmail.com,Male,2025-05-17,Beauty,Skincare,India,East,164.27,2,PayPal,86.05,Neutral
O01913,C5002,suarezvictor@hotmail.com,Other,2024-03-18,Clothing,Children,India,North,278.81,6,Net Banking,449.15,Very Dissatisfied
O01914,C3800,frhodes@gmail.com,Other,2024-09-21,Electronics,Smartphones,Australia,South,269.32,14,Debit Card,997.39,Dissatisfied
O01915,C4998,newmanjasmin@strickland.com,Male,2024-07-05,Clothing,Children,USA,South,338.22,7,Debit Card,622.45,Dissatisfied
O01916,C2364,smithnancy@navarro.com,Other,2023-08-14,Home,Decor,India,South,92.63,15,Credit Card,207.82,Very Dissatisfied
O01917,C5992,holly69@acosta.com,Male,2024-05-18,Electronics,Smartphones,USA,West,333.59,6,Debit Card,560.46,Very Dissatisfied
O01918,C3496,joshuayoung@silva-white.net,Male,2025-02-21,Clothing,Women,USA,South,369.9,3,UPI,216.81,Very Satisfied
O01919,C7652,douglasshelton@yahoo.com,Female,2023-07-30,Beauty,Makeup,India,East,214.13,12,UPI,342.8,Very Dissatisfied
O01920,C9563,andrewreid@gmail.com,Male,2025-02-25,Home,Furniture,India,West,236.21,15,Net Banking,437.07,Very Dissatisfied
O01921,C2813,ricardo03@dougherty.org,Female,2025-06-09,Beauty,Fragrance,USA,North,178.22,16,Debit Card,704.0,Very Satisfied
O01922,C3468,fbooth@yahoo.com,Other,2025-06-11,Beauty,Makeup,UK,South,269.26,6,UPI,442.62,Very Dissatisfied
O01923,C2543,walkercrystal@smith-sims.com,Male,2024-05-27,Home,Kitchen,USA,North,310.29,19,UPI,1640.26,Satisfied
O01924,C6626,melissa42@gmail.com,Female,2024-03-01,Clothing,Children,UK,South,316.0,1,Net Banking,78.25,Satisfied
O01925,C1368,james02@carter-nelson.com,Female,2024-01-06,Home,Decor,Australia,West,383.59,14,Net Banking,1171.0,Neutral
O01926,C2031,scox@gmail.com,Female,2024-09-10,Beauty,Makeup,India,East,278.86,20,Net Banking,900.15,Dissatisfied
O01927,C5176,sarahhall@williams-mercer.biz,Other,2025-03-01,Home,Decor,UK,South,141.52,17,Debit Card,626.83,Very Dissatisfied
O01928,C5952,donna29@yahoo.com,Male,2024-01-25,Beauty,Makeup,USA,North,420.25,17,PayPal,1009.14,Very Dissatisfied
O01929,C9788,spotter@gmail.com,Other,2024-03-02,Electronics,Laptops,UK,East,136.28,11,Credit Card,387.46,Satisfied
